ID	label_en	synonym_en	label_ja	synonym_ja	notification_number	Mondo
1200001	[Shitei] Spinal and bulbar muscular atrophy	SBMA|Kennedy disease	[指定] 球脊髄性筋萎縮症	Kennedy-Alter-Sung症候群|KAS	1	MONDO:0010735|MONDO:0016113
1200002	[Shitei] Amyotrophic lateral sclerosis	ALS	[指定] 筋萎縮性側索硬化症		2	MONDO:0004976
1200003	[Shitei] Spinal muscular atrophy	SMA	[指定] 脊髄性筋萎縮症		3	MONDO:0001516
1200008	[Shitei] Primary lateral sclerosis	PLS	[指定] 原発性側索硬化症		4	MONDO:0018155
1200009	[Shitei] Progressive supranuclear palsy	PSP	[指定] 進行性核上性麻痺		5	MONDO:0019037
1200010	[Shitei] Parkinson's disease	Parkinson disease|PD	[指定] パーキンソン病		6	MONDO:0005180
1200011	[Shitei] Corticobasal degeneration	CBD	[指定] 大脳皮質基底核変性症		7	MONDO:0022308|MONDO:0022880
1200012	[Shitei] Huntington's disease	Huntington disease	[指定] ハンチントン病		8	MONDO:0007739
1200013	[Shitei] Neuroacanthocytosis		[指定] 神経有棘赤血球症		9	MONDO:0016987
1200016	[Shitei] Charcot-Marie-Tooth disease	CMT	[指定] シャルコー・マリー・トゥース病		10	MONDO:0015626
1200020	[Shitei] Myasthenia gravis	MG	[指定] 重症筋無力症		11	MONDO:0009688
1200021	[Shitei] Congenital myasthenic syndrome	CMS	[指定] 先天性筋無力症候群		12	MONDO:0018940
1200022	[Shitei] Multiple sclerosis/Neuromyelitis optica spectrum disorders	MS/NMOSD|Multiple sclerosis/Neuromyelitis optica|MS/NMO	[指定] 多発性硬化症／視神経脊髄炎		13	
1200029	[Shitei] Chronic inflammatory demyelinating polyneuropathy/Multifocal motor neuropathy	CIDP/MMN	[指定] 慢性炎症性脱髄性多発神経炎／多巣性運動ニューロパチー		14	
1200032	[Shitei] Sporadic inclusion body myositis	sIBM	[指定] 封入体筋炎		15	MONDO:0007827
1200033	[Shitei] Crow-Fukase syndrome	POEMS syndrome|Polyneuropathy, organomegaly, endocrinopathy, M-protein, and skin changes syndrome	[指定] クロウ・深瀬症候群	POEMS症候群	16	MONDO:0017364
1200034	[Shitei] Multiple system atrophy	MSA	[指定] 多系統萎縮症		17	MONDO:0007803
1200037	[Shitei] Spinocerebellar degeneration	SCD	[指定] 脊髄小脳変性症		18	MONDO:0000437
1200055	[Shitei] Lysosomal storage disease		[指定] ライソゾーム病		19	MONDO:0002561
1200165	[Shitei] Adrenoleukodystrophy		[指定] 副腎白質ジストロフィー		20	MONDO:0018544
1200173	[Shitei] Mitochondrial diseases		[指定] ミトコンドリア病	ミトコンドリア脳筋症	21	MONDO:0004069|MONDO:0044970
1200183	[Shitei] Moyamoya disease		[指定] もやもや病	ウィリス動脈輪閉塞症	22	MONDO:0016820
1200186	[Shitei] Prion disease		[指定] プリオン病		23	MONDO:0005429
1200195	[Shitei] Subacute sclerosing panencephalitis	SSPE	[指定] 亜急性硬化性全脳炎		24	MONDO:0009835
1200205	[Shitei] Progressive multifocal leukoencephalopathy	PML	[指定] 進行性多巣性白質脳症		25	MONDO:0016318
1200206	[Shitei] HTLV-1-associated myelopathy	HAM	[指定] HTLV-1関連脊髄症	HAM	26	MONDO:0008039
1200207	[Shitei] Idiopathic basal ganglia calcification	IBGC	[指定] 特発性基底核石灰化症		27	MONDO:0008947
1200209	[Shitei] Systemic amyloidosis		[指定] 全身性アミロイドーシス		28	MONDO:0017816
1200215	[Shitei] Ullrich disease	Ullrich's disease|Ullrich congenital muscular dystrophy	[指定] ウルリッヒ病	ウルリッヒ型先天性筋ジストロフィー	29	MONDO:0000355|MONDO:0009681
1200216	[Shitei] Distal myopathy		[指定] 遠位型ミオパチー		30	MONDO:0018949
1200220	[Shitei] Bethlem Myopathy		[指定] ベスレムミオパチー		31	MONDO:0008029
1200221	[Shitei] Autophagic vacuolar myopathy		[指定] 自己貪食空胞性ミオパチー		32	
1200224	[Shitei] Schwartz-Jampel syndrome	SJS	[指定] シュワルツ・ヤンペル症候群	Schwartz-Jampel症候群	33	MONDO:0009717
1200225	[Shitei] Neurofibromatosis		[指定] 神経線維腫症		34	MONDO:0018975|MONDO:0021061
1200228	[Shitei] Pemphigus		[指定] 天疱瘡		35	MONDO:0006594
1200234	[Shitei] Epidermolysis bullosa		[指定] 表皮水疱症		36	MONDO:0006541
1200240	[Shitei] Pustular psoriasis	Generalized pustular psoriasis|GPP	[指定] 膿疱性乾癬（汎発型）		37	MONDO:0016597|MONDO:0022205
1200245	[Shitei] Stevens-Johnson syndrome	SJS	[指定] スティーヴンス・ジョンソン症候群	皮膚粘膜眼症候群|Stevens-Johnson症候群	38	MONDO:0018229
1200246	[Shitei] Toxic epidermal necrolysis	TEN	[指定] 中毒性表皮壊死症		39	MONDO:0019810
1200251	[Shitei] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[指定] 高安動脈炎		40	MONDO:0006656|MONDO:0017991
1200258	[Shitei] Giant cell arteritis	GCA	[指定] 巨細胞性動脈炎		41	MONDO:0008538
1200261	[Shitei] Polyarteritis nodosa	Periarteritis nodosa|PAN	[指定] 結節性多発動脈炎	結節性動脈周囲炎	42	MONDO:0019170
1200262	[Shitei] Microscopic polyangiitis	MPA	[指定] 顕微鏡的多発血管炎		43	MONDO:0019124
1200263	[Shitei] Granulomatosis with polyangiitis	Wegeners granulomatosis|GPA	[指定] 多発血管炎性肉芽腫症	ウェゲナー肉芽腫症	44	MONDO:0012105
1200264	[Shitei] Eosinophilic granulomatosis with polyangiitis	EGPA|Allergic granulomatous angiitis|Churg Strauss syndrome	[指定] 好酸球性多発血管炎性肉芽腫症	アレルギー性肉芽腫性血管炎|チャーグ・ストラウス症候群	45	MONDO:0015943
1200265	[Shitei] Rheumatoid vasculitis	Rheumatoid arthritis with vasculitis|Malignant rheumatoid arthritis	[指定] 悪性関節リウマチ	リウマトイド血管炎|血管炎を伴う関節リウマチ	46	MONDO:0043267
1200266	[Shitei] Buerger's disease	Thromboangiitis obliterans|TAO	[指定] バージャー病	ビュルガー病|閉塞性血栓血管炎	47	MONDO:0008889
1200267	[Shitei] Primary antiphospholipid antibody syndrome	Primary antiphospholipid syndrome|Primary APS	[指定] 原発性抗リン脂質抗体症候群	原発性APS	48	MONDO:0005204
1200272	[Shitei] Systemic lupus erythematosus		[指定] 全身性エリテマトーデス		49	MONDO:0007915
1200273	[Shitei] Dermatomyositis/Polymyositis	DM/PM	[指定] 皮膚筋炎／多発性筋炎		50	
1200277	[Shitei] Systemic sclerosis	Systemic scleroderma	[指定] 全身性強皮症		51	MONDO:0005100
1200278	[Shitei] Mixed connective tissue disease	MCTD	[指定] 混合性結合組織病		52	MONDO:0005854
1200279	[Shitei] Sjogren's syndrome	Sjogren syndrome|Sjögren's syndrome	[指定] シェーグレン症候群	Sjogren症候群	53	MONDO:0010030
1200282	[Shitei] Adult-onset Still disease	Adult Still disease|Adult-onset Still disease|AOSD|Adult Still's disease	[指定] 成人発症スチル病	成人Still病|成人スチル病	54	MONDO:0019355
1200283	[Shitei] Relapsing polychondritis	RP	[指定] 再発性多発軟骨炎		55	MONDO:0019125
1200284	[Shitei] Behcet's disease	Behcet disease	[指定] ベーチェット病		56	MONDO:0007191
1200285	[Shitei] Idiopathic dilated cardiomyopathy		[指定] 特発性拡張型心筋症		57	
1200286	[Shitei] Hypertrophic cardiomyopathy	HCM	[指定] 肥大型心筋症		58	MONDO:0005045
1200292	[Shitei] Restrictive cardiomyopathy	Restricted cardiomyopathy	[指定] 拘束型心筋症		59	MONDO:0005201
1200295	[Shitei] Aplastic anemia	Aplastic anaemia	[指定] 再生不良性貧血		60	MONDO:0015909
1200305	[Shitei] Autoimmune hemolytic anemia	Autoimmune haemolytic anaemia|AIHA	[指定] 自己免疫性溶血性貧血		61	MONDO:0020108
1200311	[Shitei] Paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal haemoglobinuria|PNH	[指定] 発作性夜間ヘモグロビン尿症		62	MONDO:0018641
1200315	[Shitei] Immune thrombocytopenia	Primary immune thrombocytopenia|ITP	[指定] 免疫性血小板減少症		63	MONDO:0008558
1200316	[Shitei] Thrombotic thrombocytopenic purpura	TTP	[指定] 血栓性血小板減少性紫斑病		64	MONDO:0018896
1200320	[Shitei] Primary immunodeficiency syndrome	Primary immunodeficiency disease|PID	[指定] 原発性免疫不全症候群		65	MONDO:0003778
1200366	[Shitei] IgA nephropathy		[指定] IgＡ腎症		66	MONDO:0005342
1200367	[Shitei] Polycystic kidney disease	Polycystic kidney|PKD	[指定] 多発性嚢胞腎		67	MONDO:0020642
1200370	[Shitei] Ossification of ligamentum flavum	Ossification of the ligamentum flavum|OLF	[指定] 黄色靱帯骨化症		68	
1200371	[Shitei] Ossification of posterior longitudinal ligament	OPLL|Ossification of the posterior longitudinal ligament	[指定] 後縦靱帯骨化症	OPLL	69	MONDO:0011230
1200372	[Shitei] Coexisting cervical and lumbar spinal stenosis		[指定] 広範脊柱管狭窄症		70	MONDO:0005965
1200373	[Shitei] Idiopathic osteonecrosis of femoral head	Idiopathic osteonecrosis of the femoral head|ION	[指定] 特発性大腿骨頭壊死症		71	MONDO:0012126
1200374	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate ADH syndrome	Pituitary ADH secretion disorders|Syndrome of inappropriate ADH secretion|SIADH	[指定] 下垂体性ADH分泌異常症		72	
1200377	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate thyroid stimulating hormone syndrome	TSH-secreting pituitary adenoma|Syndrome of inappropriate thyroid-stimulating hormone secretion|Syndrome of inappropriate TSH secretion	[指定] 下垂体性TSH分泌亢進症		73	MONDO:0019611
1200378	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate prolactin syndrome	Prolactin secreting pituitary adenoma|PRL-secreting pituitary adenoma|Inappropriate prolactin secretion syndrome	[指定] 下垂体性PRL分泌亢進症		74	MONDO:0010911
1200379	[Shitei] Cushing disease	Cushing's Disease	[指定] クッシング病	Cushing病	75	MONDO:0009050
1200380	[Shitei] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of gonadotropin	Pituitary gonadotropin secretion hyperthyroidism	[指定] 下垂体性ゴナドトロピン分泌亢進症		76	
1200386	[Shitei] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of growth hormone	Growth hormone secreting pituitary adenoma	[指定] 下垂体性成長ホルモン分泌亢進症		77	MONDO:0006238
1200387	[Shitei] Hypopituitarism syndrome	Hypopituitarism	[指定] 下垂体前葉機能低下症		78	MONDO:0005152
1200394	[Shitei] Homozygous familial hypercholesterolemia	Homozygous familial hypercholesterolaemia|Homozygous FH	[指定] 家族性高コレステロール血症ホモ接合体	FHホモ接合体	79	MONDO:0018328
1200395	[Shitei] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone|RTH|Thyroid hormone insensitivity syndrome	[指定] 甲状腺ホルモン不応症		80	MONDO:0001328|MONDO:0010131
1200396	[Shitei] Congenital adrenal enzyme deficiency	Congenital adrenal hyperplasia|Congenial adrenal cortex enzyme deficiency	[指定] 先天性副腎皮質酵素欠損症		81	MONDO:0018479
1200403	[Shitei] Congenital adrenal hypoplasia		[指定] 先天性副腎低形成症	常染色体性先天性副腎低形成	82	MONDO:0010264|MONDO:0016241
1200411	[Shitei] Addison's disease	Primary chronic adrenocortical insufficiency|Addison disease	[指定] アジソン病	Addison病	83	MONDO:0009410|MONDO:0015129
1200415	[Shitei] Sarcoidosis		[指定] サルコイドーシス		84	MONDO:0019338
1200416	[Shitei] Idiopathic interstitial pneumonia	IIPs	[指定] 特発性間質性肺炎		85	MONDO:0002429
1200425	[Shitei] Pulmonary arterial hypertension	PAH	[指定] 肺動脈性肺高血圧症		86	MONDO:0015924
1200426	[Shitei] Pulmonary veno-occlusive disease / pulmonary capillary hemangiomatosis	Pulmonary veno-occlusive disease / pulmonary capillary haemangiomatosis|Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis|PVOD / PCH	[指定] 肺静脈閉塞症／肺毛細血管腫症		87	MONDO:0018554
1200429	[Shitei] Chronic thromboembolic pulmonary hypertension	CTEPH	[指定] 慢性血栓塞栓性肺高血圧症		88	MONDO:0013024
1200430	[Shitei] Lymphangioleiomyomatosis	LAM	[指定] リンパ脈管筋腫症	LAM	89	MONDO:0011705
1200431	[Shitei] Retinitis pigmentosa		[指定] 網膜色素変性症		90	MONDO:0019200
1200437	[Shitei] Budd-Chiari syndrome		[指定] バッド・キアリ症候群		91	MONDO:0010947
1200438	[Shitei] Idiopathic portal hypertension	Banti syndrome|IPH	[指定] 特発性門脈圧亢進症	バンチ症候群|Banti症候群	92	MONDO:0021969
1200439	[Shitei] Primary biliary cholangitis	Primary biliary cirrhosis|PBC	[指定] 原発性胆汁性胆管炎		93	MONDO:0005388
1200440	[Shitei] Primary sclerosing cholangitis	PSC	[指定] 原発性硬化性胆管炎	PSC	94	MONDO:0013433|MONDO:0018646
1200441	[Shitei] Autoimmune hepatitis	AIH	[指定] 自己免疫性肝炎		95	MONDO:0016264
1200444	[Shitei] Crohn's disease	Crohn Disease	[指定] クローン病	Crohn病	96	MONDO:0005011
1200449	[Shitei] Ulcerative colitis		[指定] 潰瘍性大腸炎		97	MONDO:0005101
1200454	[Shitei] Eosinophilic gastrointestinal disorders	Eosinophilic gastrointestinal disease|EGID	[指定] 好酸球性消化管疾患		98	MONDO:0018438
1200458	[Shitei] Chronic idiopathic intestinal pseudo-obstruction	CIIP	[指定] 慢性特発性偽性腸閉塞症		99	MONDO:0017574
1200459	[Shitei] Megacystis-microcolon-intestinal hypoperistalsis syndrome	Huge bladder short and small colon intestinal peristalsis deficiency|Megacystis microcolon intestinal hypoperistalsis syndrome|MMIHS	[指定] 巨大膀胱短小結腸腸管蠕動不全症		100	MONDO:0007960
1200460	[Shitei] Congenital isolated hypoganglionosis	Intestinal ganglion cells insignificant disease	[指定] 腸管神経節細胞僅少症		101	MONDO:0008738
1200461	[Shitei] Rubinstein-Taybi syndrome		[指定] ルビンシュタイン・テイビ症候群	Rubinstein-Taybi症候群	102	MONDO:0019188
1200462	[Shitei] CFC Syndrome	Cardio-facio-cutaneous syndrome	[指定] CFC症候群	心臓・顔・皮膚症候群|cardio-facio-cutaneous症候群	103	MONDO:0015280
1200463	[Shitei] Costello syndrome		[指定] コステロ症候群	Costello症候群	104	MONDO:0009026
1200464	[Shitei] CHARGE syndrome		[指定] チャージ症候群	CHARGE症候群	105	MONDO:0008965
1200465	[Shitei] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[指定] クリオピリン関連周期熱症候群		106	MONDO:0016168
1200469	[Shitei] Juvenile idiopathic arthritis	JIA	[指定] 若年性特発性関節炎		107	MONDO:0011429
1200472	[Shitei] TNF receptor-associated periodic fever syndrome	TRAPS	[指定] TNF受容体関連周期性症候群		108	MONDO:0007727
1200473	[Shitei] Atypical hemolytic uremic syndrome	Atypical haemolytic uraemic syndrome|aHUS	[指定] 非典型溶血性尿毒症症候群		109	MONDO:0016244
1200476	[Shitei] Blau syndrome	Early onset sarcoidosis	[指定] ブラウ症候群	Blau症候群|若年発症サルコイドーシス	110	MONDO:0008523
1200477	[Shitei] Congenital myopathy		[指定] 先天性ミオパチー		111	MONDO:0019952
1200485	[Shitei] Marinesco-Sjogren syndrome		[指定] マリネスコ・シェーグレン症候群	MSS|Marinesco-Sjogren症候群	112	MONDO:0009567
1200486	[Shitei] Muscular dystrophy		[指定] 筋ジストロフィー		113	MONDO:0020121
1200496	[Shitei] Non-dystrophic myotonia	Non-dystrophic myotonic syndromes	[指定] 非ジストロフィー性ミオトニー症候群		114	MONDO:0016110
1200502	[Shitei] Hereditary periodic paralysis	Familial periodic paralysis	[指定] 遺伝性周期性四肢麻痺		115	MONDO:0000995
1200505	[Shitei] Atopic myelitis		[指定] アトピー性脊髄炎		116	
1200506	[Shitei] Syringomyelia		[指定] 脊髄空洞症		117	MONDO:0017987
1200509	[Shitei] Myelomeningocele		[指定] 脊髄髄膜瘤		118	MONDO:0017069|MONDO:0019773
1200510	[Shitei] Isaacs syndrome	Isaacs' syndrome	[指定] アイザックス症候群	Isaacs症候群	119	MONDO:0019399
1200511	[Shitei] Hereditary dystonia		[指定] 遺伝性ジストニア		120	MONDO:0044807
1200542	[Shitei] Neurodegeneration with brain iron accumulation	NBIA	[指定] 脳内鉄沈着神経変性症	神経フェリチン症	121	MONDO:0018307
1200543	[Shitei] Superficial siderosis	Brain table hemosiderosis	[指定] 脳表ヘモジデリン沈着症		122	MONDO:0016594
1200544	[Shitei] HTRA1-Related Cerebral Small Vessel Disease	Cerebral autosomal recessive arteriopathy with baldness and degenerative spondylosis|Autosomal recessive leukoencephalopathy with baldness and degenerative spondylosis|CARASIL|Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	[指定] HTRA1関連脳小血管病	CARASIL|禿頭と変形性脊椎症を伴う常染色体劣性白質脳症	123	MONDO:0010829
1200545	[Shitei] Cerebral autosomal dominant arteriopathy with subcortical infarct and leukoencephalopathy	Autosomal dominant cerebral artery disease with subcortical infarct and leukoencephalopathy|Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy|CADASIL	[指定] 皮質下梗塞と白質脳症を伴う常染色体優性脳動脈症	CADASIL	124	MONDO:0007432
1200546	[Shitei] Hereditary diffuse leukoencephalopathy with spheroid	HDLS	[指定] 神経軸索スフェロイド形成を伴う遺伝性びまん性白質脳症		125	MONDO:0009096
1200547	[Shitei] Perry disease	Perry syndrome	[指定] ペリー病	Perry症候群|ペリー症候群	126	MONDO:0008201
1200548	[Shitei] Frontotemporal lobar degeneration	FTLD	[指定] 前頭側頭葉変性症		127	MONDO:0017276
1200551	[Shitei] Bickerstaff's brainstem encephalitis	Bickerstaff brainstem encephalitis|Vickers staff brainstem encephalitis	[指定] ビッカースタッフ脳幹脳炎	Bickerstaff型脳幹脳炎	128	MONDO:0019208
1200552	[Shitei] Acute encephalopathy with biphasic seizures and late reduced diffusion	AESD	[指定] 痙攣重積型（二相性）急性脳症	痙攣重積型急性脳症	129	MONDO:0018198
1200553	[Shitei] Congenital insensitivity to pain with anhidrosis	CIPA	[指定] 先天性無痛無汗症		130	MONDO:0009746
1200554	[Shitei] Alexander disease	AxD	[指定] アレキサンダー病	Alexander病	131	MONDO:0008752
1200558	[Shitei] Congenital suprabulbar paresis	Congenital supranuclear bulbar palsy|Worster-Drought syndrome	[指定] 先天性核上性球麻痺	ウースター・ドロート症候群	132	MONDO:0008503
1200559	[Shitei] Moebius syndrome	Möbius syndrome	[指定] メビウス症候群	Moebius症候群	133	MONDO:0008006
1200560	[Shitei] Septo-optic dysplasia / De Morsier syndrome	SOD|De Morsier syndrome	[指定] 中隔視神経形成異常症／ドモルシア症候群	中隔視神経形成異常症|De Morsier症候群	134	MONDO:0008428
1200562	[Shitei] Aicardi syndrome		[指定] アイカルディ症候群	Aicardi症候群	135	MONDO:0010568
1200563	[Shitei] Hemimegalencephaly		[指定] 片側巨脳症		136	MONDO:0020492
1200564	[Shitei] Focal cortical dysplasia	FCD	[指定] 限局性皮質異形成	FCD	137	MONDO:0019009
1200574	[Shitei] Neuronal migration defects	Lissencephaly|Nerve cell migration disorders|Miller-Dieker syndrom	[指定] 神経細胞移動異常症		138	MONDO:0018838
1200575	[Shitei] Congenital hypomyelinating leukodystrophy	Congenital cerebral white matter aplasia	[指定] 先天性大脳白質形成不全症		139	MONDO:0019046
1200587	[Shitei] Dravet syndrome	Dorabe syndrome	[指定] ドラベ症候群		140	MONDO:0100135
1200588	[Shitei] Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	[指定] 海馬硬化を伴う内側側頭葉てんかん		141	MONDO:0020476
1200589	[Shitei] Myoclonic absence epilepsy	Epilepsy with myoclonic absence|EMA	[指定] ミオクロニー欠神てんかん		142	MONDO:0019487
1200590	[Shitei] Epilepsy with myoclonic atonic seizures	Epilepsy with myoclonic cataplexy	[指定] ミオクロニー脱力発作を伴うてんかん		143	MONDO:0016025
1200591	[Shitei] Lennox-Gastaut syndrome		[指定] レノックス・ガストー症候群	Lennox-Gastaut症候群	144	MONDO:0016532
1200592	[Shitei] West syndrome	Infantile spasms	[指定] ウエスト症候群	点頭てんかん|West症候群	145	MONDO:0018097
1200593	[Shitei] Ohtahara syndrome	Early infantile epileptic encephalopathy with suppression burst	[指定] 大田原症候群	早期乳児てんかん性脳症	146	MONDO:0100062
1200594	[Shitei] Early myoclonic encephalopathy		[指定] 早期ミオクロニー脳症	EME	147	MONDO:0016022
1200595	[Shitei] Epilepsy of infancy with migrating focal seizures	Infant epilepsy with migratory focus seizure|Migrating partial seizures in infancy|EIMFS	[指定] 遊走性焦点発作を伴う乳児てんかん		148	MONDO:0017385|MONDO:0100025
1200596	[Shitei] Hemiconvulsion-hemiplegia-epilepsy syndrome	One side convulsions, hemiplegia epilepsy syndrome|HHE	[指定] 片側痙攣・片麻痺・てんかん症候群		149	MONDO:0019485
1200597	[Shitei] Ring chromosome 20 syndrome	Ring chromosome 20 epilepsy syndrome	[指定] 環状20番染色体症候群		150	MONDO:0015436
1200598	[Shitei] Rasmussen's encephalitis	Rasmussen encephalitis	[指定] ラスムッセン脳炎	Rasmussen脳炎	151	MONDO:0016019
1200599	[Shitei] PCDH19-related syndrome	PCDH19 epilepsy|PCDH19-related epilepsy|Epilepsy and mental retardation limited to females|EFMR	[指定] PCDH19関連症候群	PCDH19関連てんかん	152	MONDO:0010246
1200600	[Shitei] Acute encephalitis with refractory, repetitive partial seizures	Refractory frequent partial seizures intussusception acute encephalitis|AERRPS	[指定] 難治頻回部分発作重積型急性脳炎		153	MONDO:0015584
1200601	[Shitei] Developmental and/or epileptic encephalopathy with spike-wave activation in sleep	Epilepsy with continuous spikes and waves during slow sleep|DEE-SWAS|EE-SWAS	[指定] 睡眠時棘徐波活性化を示す発達性てんかん性脳症およびてんかん性脳症		154	MONDO:0800501|MONDO:0022858
1200602	[Shitei] Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder	[指定] ランドウ・クレフナー症候群	Landau-Kleffner症候群	155	MONDO:0009509
1200603	[Shitei] Rett syndrome		[指定] レット症候群	Rett症候群	156	MONDO:0010726
1200606	[Shitei] Sturge-Weber syndrome		[指定] スタージ・ウェーバー症候群		157	MONDO:0008501
1200607	[Shitei] Tuberous sclerosis complex	Tuberous sclerosis|TSC	[指定] 結節性硬化症		158	MONDO:0001734|MONDO:0019341
1200608	[Shitei] Xeroderma pigmentosum	XP	[指定] 色素性乾皮症		159	MONDO:0019600
1200609	[Shitei] Congenital ichthyosis		[指定] 先天性魚鱗癬		160	MONDO:0015947
1200631	[Shitei] Benign familial pemphigus	Hailey-Hailey disease|Familial benign chronic pemphigus	[指定] 家族性良性慢性天疱瘡	ヘイリー・ヘイリー病	161	MONDO:0008218
1200632	[Shitei] Pemphigoid (including Epidermolysis bullosa acquisita)	Pemphigoid	[指定] 類天疱瘡		162	MONDO:0019082
1200636	[Shitei] Acquired idiopathic generalized anhidrosis	Idiopathic acquired systemic anhidrosis|Idiopathic pure sudomotor failure|AIGA	[指定] 特発性後天性全身性無汗症		163	
1200637	[Shitei] Oculocutaneous albinism	OCA	[指定] 眼皮膚白皮症		164	MONDO:0018910
1200642	[Shitei] Pachydermoperiostosis	PDP	[指定] 肥厚性皮膚骨膜症		165	MONDO:0009799|MONDO:0016620
1200643	[Shitei] Pseudoxanthoma elasticum	PXE	[指定] 弾性線維性仮性黄色腫	PXE	166	MONDO:0024308
1200644	[Shitei] Marfan syndrome/Loeys-Dietz Syndrome	Marfan syndrome|Loeys-Dietz Syndrome	[指定] マルファン症候群／ロイス・ディーツ症候群	Marfan症候群|マルファン症候群	167	MONDO:0007947
1200645	[Shitei] Ehlers-Danlos Syndrome	EDS	[指定] エーラス・ダンロス症候群		168	MONDO:0020066
1200653	[Shitei] Menkes disease		[指定] メンケス病		169	MONDO:0010651
1200654	[Shitei] Occipital horn syndrome		[指定] オクシピタル・ホーン症候群		170	MONDO:0010572
1200655	[Shitei] Wilson disease		[指定] ウィルソン病	Wilson病	171	MONDO:0010200
1200656	[Shitei] Hypophosphatasia		[指定] 低ホスファターゼ症		172	MONDO:0018570
1200657	[Shitei] VATER syndrome	VATER association	[指定] VATER症候群		173	MONDO:0008642
1200658	[Shitei] Nasu-Hakola disease		[指定] 那須・ハコラ病		174	MONDO:0009092
1200659	[Shitei] Weaver syndrome		[指定] ウィーバー症候群	Weaver症候群	175	MONDO:0010193
1200660	[Shitei] Coffin-Lowry syndrome		[指定] コフィン・ローリー症候群	Coffin-Lowry症候群	176	MONDO:0010561
1200661	[Shitei] Joubert syndrome and related disorders	Cerebro-oculo-hepato-renal syndrome	[指定] ジュベール症候群関連疾患		177	MONDO:0015369
1200663	[Shitei] Mowat-Wilson syndrome		[指定] モワット・ウィルソン症候群	Mowat-Wilson症候群	178	MONDO:0009341
1200664	[Shitei] Williams syndrome		[指定] ウィリアムズ症候群	Williams症候群	179	MONDO:0008678
1200665	[Shitei] ATR-X syndrome	Alpha-thalassemia/mental retardation syndrome|X-linked a-thalassemia/intellectual disability syndrome	[指定] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群	180	MONDO:0010519
1200666	[Shitei] Crouzon's syndrome	Crouzon syndrome	[指定] クルーゾン症候群	Crouzon症候群	181	MONDO:0007405
1200667	[Shitei] Apert syndrome		[指定] アペール症候群	Apert症候群	182	MONDO:0007041
1200668	[Shitei] Pfeiffer syndrome		[指定] ファイファー症候群	Pfeiffer症候群	183	MONDO:0005810|MONDO:0007043
1200669	[Shitei] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[指定] アントレー・ビクスラー症候群		184	MONDO:0008803
1200670	[Shitei] Coffin-Siris syndrome		[指定] コフィン・シリス症候群	Coffin-Siris症候群	185	MONDO:0015452
1200671	[Shitei] Rothmund-Thomson syndrome		[指定] ロスムンド・トムソン症候群		186	MONDO:0010002
1200672	[Shitei] Kabuki syndrome		[指定] 歌舞伎症候群		187	MONDO:0016512
1200673	[Shitei] Polysplenia syndrome		[指定] 多脾症候群		188	
1200674	[Shitei] Asplenia syndrome		[指定] 無脾症候群		189	
1200675	[Shitei] Branchio-oto-renal syndrome	BOR syndrome	[指定] 鰓耳腎症候群	BOR症候群	190	MONDO:0007029|MONDO:0018878
1200676	[Shitei] Werner syndrome		[指定] ウェルナー症候群		191	MONDO:0010196
1200677	[Shitei] Cockayne syndrome		[指定] コケイン症候群	Cockayne症候群	192	MONDO:0016006
1200678	[Shitei] Prader-Willi syndrome		[指定] プラダー・ウィリ症候群	Prader-Willi症候群	193	MONDO:0008300
1200679	[Shitei] Sotos syndrome		[指定] ソトス症候群	Sotos症候群	194	MONDO:0019349
1200680	[Shitei] Noonan syndrome		[指定] ヌーナン症候群	Noonan症候群	195	MONDO:0018997
1200681	[Shitei] Young-Simpson syndrome		[指定] ヤング・シンプソン症候群	Young-Simpson症候群	196	MONDO:0011365
1200682	[Shitei] 1p36 deletion syndrome		[指定] 1ｐ36欠失症候群		197	MONDO:0011929
1200683	[Shitei] 4p deletion syndrome	4p-syndrome|Wolf-Hirschhorn syndrome	[指定] 4p欠失症候群	ウォルフ・ヒルシュホーン症候群	198	MONDO:0008684
1200684	[Shitei] 5p deletion syndrome	5p-syndrome	[指定] 5p欠失症候群	5p-症候群	199	MONDO:0007404
1200685	[Shitei] Paternal uniparental disomy of chromosome 14	No. 14 chromosome father disomy syndrome|Kagami-Ogata syndrome|Paternal uniparental disomy 14	[指定] 第14番染色体父親性ダイソミー症候群		200	MONDO:0011975
